bibTeX Key, Link to bibTeX File
AbbotGenre2008	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbbotGenre2008.bib
AbbottStudies1957	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbbottStudies1957.bib
AbbottStudies1967	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbbottStudies1967.bib
AbbottStudies1972	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbbottStudies1972.bib
AbbottThat2019	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbbottThat2019.bib
AbbottVenice2017	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbbottVenice2017.bib
AbdElazizRecent2020	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdElazizRecent2020.bib
AbdelNasserLiterary2017	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdelNasserLiterary2017.bib
AbdelaalTranslation2020	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdelaalTranslation2020.bib
AbdouArabic2011	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdouArabic2011.bib
AbdullahMandaean2018	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdullahMandaean2018.bib
AbdulrazakReview1990	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdulrazakReview1990.bib
AbdurasulovMaking2020	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbdurasulovMaking2020.bib
AbedAristotelian1986	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbedAristotelian1986.bib
AbuAlabbasModern2020	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbuAlabbasModern2020.bib
AbuduKarez2019	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AbuduKarez2019.bib
AcerbiExpression2013	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AcerbiExpression2013.bib
AckermanLiebermanReview2009	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AckermanLiebermanReview2009.bib
AclandResidual2007	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AclandResidual2007.bib
AdamsCanons1988	https://github.com/OpenITI/bibliography/blob/main/bibFiles/AdamsCanons1988.bib
